customer_id,customer_name,birth_date,loan_id,loan_type,account_open_date,loan_amount,currency,status,email,phone_number
CUST01068,Leyla,11/8/2022,LN001068,credit,invalid_date,10805.12,EUR,Closed,user1068@example.com,(99450) 641-9926
CUST01069,Aynur,8/8/2015,LN001069,credit,7/16/2022,8838.83,USD,active,user1069@example.com,(99450) 380-7719
CUST01070,,4/8/2017,LN001070,,8/24/2017,13925.98,AZN,Active,user1070@example.com,(99450) 860-3497
CUST01071,Ali,,LN001071,Credit Line,6/25/2017,9715.45,USD,active,user1071@example.com,(99450) 618-3857
CUST01072,,2/13/2016,LN001072,credit,12/24/2016,10178.83,USD,CLOSED,user1072@example.com,(99450) 437-6576
CUST01073,Aynur,12/26/2021,LN001073,,11/16/2017,13900.92,EUR,Active,user1073@example.com,(99450) 453-0409
CUST01074,,9/23/2022,LN001074,Loan,6/23/2017,12192.84,EUR,active,user1074@example.com,(99450) 406-6689
CUST01075,,4/18/2022,LN001075,,invalid_date,11473.21,USD,active,,
CUST01076,Ali,12/22/2022,LN001076,Credit Line,2/24/2017,8732.63,EUR,active,,(99450) 983-4891
CUST01077,Ali,10/12/2017,LN001077,,6/18/2021,10939.46,USD,CLOSED,user1077@example.com,(99450) 152-6055
CUST01078,Leyla,10/25/2015,LN001078,LOAN,6/19/2015,11100.13,,CLOSED,user1078@example.com,(99450) 680-7177
CUST01079,,3/11/2019,LN001079,,11/8/2017,11037.19,USD,CLOSED,,(99450) 927-6780
CUST01080,Leyla,8/4/2022,LN001080,credit,5/14/2015,9790.73,AZN,Active,user1080@example.com,(99450) 748-2867
CUST01081,Aynur,11/11/2018,LN001081,Credit Line,8/20/2022,8060.34,,active,user1081@example.com,(99450) 370-6177
CUST01082,Aynur,4/6/2021,LN001082,Loan,invalid_date,12587.35,,Closed,user1082@example.com,(99450) 537-8638
CUST01083,Murad,9/15/2018,LN001083,,10/2/2022,8633.7,,Active,user1083@example.com,(99450) 178-0974
CUST01084,Aynur,,LN001084,Credit Line,3/25/2020,10048.74,USD,Active,user1084@example.com,(99450) 188-2955
CUST01085,Aynur,1/18/2016,LN001085,Loan,11/9/2020,4244.97,USD,CLOSED,user1085@example.com,(99450) 523-8499
CUST01086,Aynur,,LN001086,credit,1/3/2018,12115.03,AZN,Active,user1086@example.com,(99450) 584-9766
CUST01087,,8/22/2017,LN001087,Credit Line,4/26/2022,7649.17,,active,user1087@example.com,(99450) 755-9832
CUST01088,,11/2/2020,LN001088,credit,8/23/2020,11102.2,AZN,CLOSED,user1088@example.com,(99450) 135-2051
CUST01089,,10/21/2019,LN001089,LOAN,2/15/2015,6926.7,AZN,,user1089@example.com,(99450) 674-1246
CUST01090,Ali,6/22/2020,LN001090,credit,2/2/2019,9478.46,EUR,CLOSED,user1090@example.com,(99450) 118-1808
CUST01091,Murad,10/14/2020,LN001091,credit,10/4/2020,9239.9,EUR,CLOSED,user1091@example.com,
CUST01092,Aynur,3/6/2020,LN001092,,11/21/2021,7676.69,USD,,user1092@example.com,(99450) 759-7607
CUST01093,Aynur,11/12/2018,LN001093,Credit Line,10/15/2017,10537.59,USD,CLOSED,user1093@example.com,(99450) 678-1297
CUST01094,Ali,11/13/2022,LN001094,Loan,invalid_date,6440.05,,active,user1094@example.com,(99450) 700-3381
CUST01095,,12/12/2021,LN001095,,11/25/2018,11800.65,AZN,active,user1095@example.com,
CUST01096,,4/3/2022,LN001096,LOAN,9/3/2017,11951.24,USD,Closed,user1096@example.com,(99450) 910-9689
CUST01097,,11/26/2022,LN001097,Credit Line,4/11/2018,7907.61,AZN,active,,(99450) 716-0468
CUST01098,,11/5/2018,LN001098,Credit Line,7/22/2022,13309.41,USD,Active,user1098@example.com,
CUST01099,Aynur,7/23/2017,LN001099,Loan,8/17/2016,9530.98,,CLOSED,,(99450) 360-2469
CUST01100,,10/6/2016,LN001100,LOAN,6/7/2020,7457.76,AZN,Active,user1100@example.com,(99450) 546-7908
CUST01101,Murad,11/2/2017,LN001101,,5/5/2018,5749.82,,Closed,user1101@example.com,(99450) 851-4535
CUST01102,Ali,5/16/2017,LN001102,Credit Line,7/26/2020,2794.97,EUR,CLOSED,,(99450) 710-4770
CUST01103,Ali,8/13/2021,LN001103,LOAN,9/24/2015,13144.35,EUR,Closed,user1103@example.com,(99450) 854-1550
CUST01104,Aynur,4/15/2020,LN001104,Credit Line,10/4/2017,8203.5,USD,Closed,user1104@example.com,(99450) 907-1325
CUST01105,Leyla,7/17/2017,LN001105,,2/16/2020,,USD,Active,user1105@example.com,(99450) 264-5781
CUST01106,,2/22/2022,LN001106,Loan,7/25/2016,8481.58,AZN,CLOSED,user1106@example.com,(99450) 122-7112
CUST01107,,9/5/2018,LN001107,LOAN,12/9/2022,7064.43,,,user1107@example.com,(99450) 442-5283
CUST01108,,,LN001108,Credit Line,10/3/2022,8889.22,USD,CLOSED,user1108@example.com,(99450) 155-6214
CUST01109,Leyla,12/10/2022,LN001109,Credit Line,2/25/2022,11183.73,AZN,,user1109@example.com,(99450) 140-7181
CUST01110,Aynur,8/10/2019,LN001110,Credit Line,9/3/2017,15950.7,EUR,active,user1110@example.com,
CUST01111,Ali,7/8/2016,LN001111,credit,3/17/2016,10284.72,EUR,,user1111@example.com,(99450) 284-2793
CUST01112,Leyla,5/27/2020,LN001112,,1/10/2019,10562.12,USD,Active,user1112@example.com,(99450) 784-5903
CUST01113,Aynur,,LN001113,Loan,11/2/2020,8175.07,USD,active,user1113@example.com,(99450) 400-6247
CUST01114,Ali,10/4/2019,LN001114,Loan,invalid_date,10384,,Closed,user1114@example.com,(99450) 184-1593
CUST01115,Ali,7/27/2022,LN001115,Credit Line,9/22/2018,7503.97,AZN,Closed,user1115@example.com,
CUST01116,Leyla,9/7/2015,LN001116,credit,5/18/2018,6633.48,AZN,Active,user1116@example.com,(99450) 370-0954
CUST01117,Aynur,4/21/2018,LN001117,credit,4/12/2022,8898.95,USD,,,(99450) 402-2583
CUST01118,Ali,,LN001118,LOAN,2/22/2020,1396.05,AZN,,user1118@example.com,(99450) 129-0997
CUST01119,Murad,,LN001119,Credit Line,10/19/2017,7079.67,AZN,CLOSED,,(99450) 644-6429
CUST01120,Leyla,1/18/2016,LN001120,LOAN,2/24/2015,10459.82,AZN,active,user1120@example.com,(99450) 566-5724
CUST01121,,4/21/2019,LN001121,Credit Line,7/5/2020,9677.7,,active,user1121@example.com,
CUST01122,Ali,1/18/2018,LN001122,credit,6/24/2018,8570.35,EUR,active,user1122@example.com,(99450) 213-0760
CUST01123,Ali,4/20/2016,LN001123,credit,6/13/2021,7928.8,,Active,user1123@example.com,(99450) 125-9466
CUST01124,,,LN001124,Loan,10/20/2018,9286.44,EUR,Active,user1124@example.com,(99450) 523-9674
CUST01125,Ali,9/5/2015,LN001125,,7/5/2022,8702.61,,active,,(99450) 253-5825
CUST01126,Ali,,LN001126,Credit Line,11/17/2021,10937.72,USD,,user1126@example.com,
CUST01127,Ali,8/13/2016,LN001127,LOAN,11/19/2019,12749.22,EUR,,user1127@example.com,(99450) 875-0902
CUST01128,,5/11/2018,LN001128,,12/24/2019,11578.58,AZN,,user1128@example.com,(99450) 427-4330
CUST01129,Aynur,3/12/2019,LN001129,credit,11/3/2015,11871.48,EUR,CLOSED,,(99450) 445-0679
CUST01130,Murad,12/7/2017,LN001130,Credit Line,1/17/2016,4131.51,USD,,user1130@example.com,(99450) 861-3726
CUST01131,Aynur,10/8/2021,LN001131,Credit Line,1/2/2019,10066.91,,CLOSED,user1131@example.com,(99450) 588-1563
CUST01132,Ali,4/23/2020,LN001132,,8/4/2015,10551.93,USD,Active,,(99450) 923-9922
CUST01133,Ali,2/20/2021,LN001133,LOAN,5/9/2016,12287.38,EUR,active,user1133@example.com,(99450) 520-9126
CUST01134,,9/16/2022,LN001134,Loan,3/9/2018,12556.88,,CLOSED,user1134@example.com,(99450) 256-0522
CUST01135,Ali,12/14/2021,LN001135,credit,12/14/2016,13356.16,AZN,,user1135@example.com,(99450) 392-1609
CUST01136,,,LN001136,Credit Line,4/4/2015,8751.13,USD,Active,user1136@example.com,(99450) 679-4367
CUST01137,,,LN001137,LOAN,2/7/2018,9024.67,AZN,active,user1137@example.com,(99450) 251-1542
CUST01138,,1/3/2019,LN001138,,invalid_date,3816.39,EUR,,,(99450) 742-6372
CUST01139,Leyla,,LN001139,,invalid_date,7337.08,EUR,CLOSED,user1139@example.com,(99450) 243-5172
CUST01140,Aynur,4/2/2021,LN001140,,12/27/2020,10993.97,AZN,Closed,user1140@example.com,(99450) 867-7736
CUST01141,Ali,10/4/2022,LN001141,Credit Line,8/10/2018,10601.82,,CLOSED,user1141@example.com,(99450) 295-1768
CUST01142,Ali,1/23/2015,LN001142,LOAN,8/9/2016,10881.58,AZN,,user1142@example.com,(99450) 935-4370
CUST01143,Aynur,,LN001143,Loan,1/19/2018,10840.92,EUR,,user1143@example.com,(99450) 353-2769
CUST01144,,5/21/2019,LN001144,LOAN,1/27/2018,6502.41,USD,active,user1144@example.com,(99450) 592-4492
CUST01145,,9/22/2015,LN001145,LOAN,1/13/2020,12661.34,,active,,(99450) 998-2835
CUST01146,Ali,10/8/2015,LN001146,credit,1/5/2017,9650.28,AZN,CLOSED,user1146@example.com,(99450) 100-6153
CUST01147,,5/20/2020,LN001147,credit,invalid_date,10544.15,USD,,user1147@example.com,(99450) 217-2017
CUST01148,Aynur,6/15/2017,LN001148,,5/5/2020,11883.9,,active,user1148@example.com,(99450) 271-9835
CUST01149,Murad,6/19/2018,LN001149,LOAN,2/18/2022,14758.28,USD,,user1149@example.com,(99450) 469-6952
CUST01150,Leyla,9/5/2021,LN001150,Credit Line,8/9/2018,11755.28,USD,Active,user1150@example.com,
CUST01151,Ali,2/5/2016,LN001151,LOAN,10/18/2016,8158.97,AZN,CLOSED,user1151@example.com,(99450) 960-7427
CUST01152,,3/14/2017,LN001152,,4/26/2016,15452.04,USD,CLOSED,user1152@example.com,(99450) 888-4751
CUST01153,Aynur,11/15/2022,LN001153,Credit Line,1/16/2019,10119.02,EUR,CLOSED,user1153@example.com,(99450) 619-0039
CUST01154,Ali,8/22/2021,LN001154,Loan,12/1/2015,10225.63,,Closed,user1154@example.com,(99450) 520-8776
CUST01155,Aynur,8/17/2019,LN001155,LOAN,4/21/2021,13448.65,EUR,,user1155@example.com,(99450) 827-3401
CUST01156,,10/10/2021,LN001156,LOAN,6/3/2015,7088.68,USD,,user1156@example.com,(99450) 283-3695
CUST01157,Leyla,,LN001157,LOAN,invalid_date,11347.4,EUR,active,user1157@example.com,(99450) 828-3068
CUST01158,Aynur,9/17/2020,LN001158,,4/1/2022,12130.73,AZN,CLOSED,user1158@example.com,(99450) 722-0236
CUST01159,Leyla,6/25/2016,LN001159,credit,3/4/2019,9853.27,AZN,Closed,user1159@example.com,(99450) 632-5298
CUST01160,Aynur,4/15/2022,LN001160,Loan,5/13/2019,12105.24,AZN,,user1160@example.com,(99450) 710-3467
CUST01161,Leyla,5/6/2019,LN001161,,3/23/2016,14635.94,USD,,user1161@example.com,(99450) 512-9689
CUST01162,,9/19/2021,LN001162,LOAN,11/12/2019,6065.24,,CLOSED,user1162@example.com,(99450) 514-4227
CUST01163,Murad,8/2/2015,LN001163,Credit Line,3/17/2016,8082.38,EUR,Closed,user1163@example.com,(99450) 427-0482
CUST01164,Murad,7/27/2022,LN001164,LOAN,2/9/2015,4803.36,AZN,Active,user1164@example.com,(99450) 793-6713
CUST01165,,7/26/2021,LN001165,Loan,9/2/2015,6987.06,EUR,active,user1165@example.com,
CUST01166,,9/17/2020,LN001166,credit,3/16/2022,9444.13,USD,,user1166@example.com,(99450) 890-5576
CUST01167,Ali,,LN001167,,10/22/2017,9006.46,,active,user1167@example.com,(99450) 300-2429
CUST01168,Aynur,,LN001168,credit,6/18/2020,8698.7,AZN,Active,user1168@example.com,(99450) 775-4672
CUST01169,Ali,6/20/2020,LN001169,,invalid_date,13416,AZN,,user1169@example.com,(99450) 249-9127
CUST01170,Aynur,1/17/2017,LN001170,,5/7/2019,13511.28,,Active,user1170@example.com,(99450) 961-3112
CUST01171,Ali,7/1/2021,LN001171,Loan,5/27/2018,14161.86,USD,CLOSED,user1171@example.com,(99450) 232-3570
CUST01172,Murad,4/4/2016,LN001172,Loan,3/18/2015,10437.16,,,,(99450) 875-6334
CUST01173,,11/20/2017,LN001173,Loan,2/4/2022,16319.3,,Active,user1173@example.com,(99450) 314-7013
CUST01174,Ali,10/1/2020,LN001174,LOAN,9/26/2018,3908.02,EUR,active,user1174@example.com,(99450) 728-4823
CUST01175,,7/4/2019,LN001175,,10/2/2016,11429.96,,Active,user1175@example.com,
CUST01176,Aynur,3/6/2019,LN001176,Loan,12/5/2019,11097.66,EUR,CLOSED,user1176@example.com,(99450) 628-4102
CUST01177,Murad,8/19/2015,LN001177,Credit Line,12/2/2015,,AZN,Closed,user1177@example.com,(99450) 887-1882
CUST01178,Aynur,11/16/2019,LN001178,LOAN,6/2/2017,11308.04,,Active,user1178@example.com,(99450) 507-3274
CUST01179,Leyla,3/19/2019,LN001179,Loan,6/13/2016,9616.39,USD,Closed,user1179@example.com,(99450) 345-7753
CUST01180,Ali,11/10/2017,LN001180,Loan,5/8/2016,10491.13,AZN,Active,user1180@example.com,(99450) 868-9855
CUST01181,Aynur,4/12/2021,LN001181,Loan,6/6/2018,7282.69,AZN,,user1181@example.com,(99450) 510-6097
CUST01182,Murad,6/19/2022,LN001182,,6/17/2015,14533.66,USD,active,user1182@example.com,(99450) 993-1142
CUST01183,Aynur,7/14/2022,LN001183,LOAN,1/13/2015,12159.07,AZN,,user1183@example.com,(99450) 526-9242
CUST01184,Murad,2/16/2017,LN001184,Loan,7/22/2020,6691.01,USD,Closed,user1184@example.com,(99450) 616-1141
CUST01185,Ali,2/20/2017,LN001185,credit,3/9/2019,10018.58,AZN,CLOSED,,(99450) 308-5996
CUST01186,,1/17/2018,LN001186,LOAN,12/10/2016,9810.71,EUR,Closed,user1186@example.com,(99450) 581-5335
CUST01187,Aynur,,LN001187,Loan,3/1/2021,15512.97,EUR,CLOSED,user1187@example.com,(99450) 773-5832
CUST01188,Ali,11/12/2019,LN001188,credit,7/3/2019,10595.94,USD,Closed,user1188@example.com,(99450) 295-4002
CUST01189,,5/25/2015,LN001189,credit,7/4/2017,9561.01,EUR,Closed,user1189@example.com,(99450) 634-7795
CUST01190,Murad,6/24/2019,LN001190,Credit Line,5/21/2020,14532.23,EUR,Closed,user1190@example.com,(99450) 624-6951
CUST01191,,2/16/2020,LN001191,credit,11/22/2021,12477.01,,Active,user1191@example.com,(99450) 128-1532
CUST01192,,5/27/2020,LN001192,LOAN,1/19/2020,8998.16,AZN,CLOSED,user1192@example.com,(99450) 758-2859
CUST01193,,,LN001193,Credit Line,7/22/2016,7658.75,USD,Active,user1193@example.com,(99450) 287-2682
CUST01194,,1/13/2018,LN001194,credit,9/9/2022,7634.93,AZN,CLOSED,,(99450) 596-9415
CUST01195,,7/14/2021,LN001195,Loan,6/7/2019,15395.05,EUR,,user1195@example.com,(99450) 860-0349
CUST01196,Ali,6/24/2022,LN001196,Loan,10/8/2022,7355.93,USD,active,user1196@example.com,(99450) 870-7770
CUST01197,Murad,2/10/2022,LN001197,LOAN,3/18/2015,12016.94,EUR,Active,user1197@example.com,(99450) 921-8054
CUST01198,,10/10/2022,LN001198,LOAN,6/11/2021,11865.05,,,user1198@example.com,(99450) 174-9078
CUST01199,Murad,10/5/2020,LN001199,LOAN,8/22/2019,9344.43,,CLOSED,user1199@example.com,(99450) 667-1506
CUST01200,Leyla,5/18/2015,LN001200,Loan,7/16/2022,7167.55,USD,,user1200@example.com,(99450) 851-2998
CUST01201,Ali,1/27/2015,LN001201,credit,1/2/2018,,,active,user1201@example.com,(99450) 148-4214
CUST01202,Ali,11/3/2021,LN001202,LOAN,2/6/2021,8169.71,AZN,CLOSED,user1202@example.com,(99450) 268-6063
CUST01203,,3/16/2015,LN001203,Loan,2/19/2021,17026.54,USD,Active,user1203@example.com,(99450) 906-3377
CUST01204,,10/6/2022,LN001204,Credit Line,4/14/2021,12547.33,,,,(99450) 402-7842
CUST01205,Aynur,7/7/2017,LN001205,LOAN,8/15/2021,7442.24,USD,Active,user1205@example.com,(99450) 372-4731
CUST01206,Aynur,6/20/2021,LN001206,Credit Line,11/20/2017,14138.79,AZN,active,user1206@example.com,(99450) 600-5032
CUST01207,Ali,4/12/2020,LN001207,LOAN,10/6/2016,14995.28,,Closed,user1207@example.com,(99450) 299-9134
CUST01208,Murad,2/21/2017,LN001208,Loan,1/8/2016,10546.66,AZN,Active,user1208@example.com,(99450) 924-1166
CUST01209,,,LN001209,,5/25/2017,12170.99,,,user1209@example.com,(99450) 668-9712
CUST01210,Murad,11/10/2021,LN001210,LOAN,12/17/2016,11227.96,EUR,,user1210@example.com,(99450) 220-9083
CUST01211,Aynur,6/9/2022,LN001211,Loan,10/26/2022,13727.33,,active,user1211@example.com,(99450) 438-9214
CUST01212,,12/2/2017,LN001212,Credit Line,9/25/2019,8050.03,EUR,,user1212@example.com,(99450) 574-5479
CUST01213,Murad,3/26/2015,LN001213,Credit Line,6/23/2016,8952.8,USD,Active,user1213@example.com,(99450) 538-7658
CUST01214,Aynur,11/22/2019,LN001214,Loan,12/15/2017,12619.31,EUR,,user1214@example.com,
CUST01215,,11/24/2019,LN001215,Credit Line,2/11/2016,12669.12,,Active,user1215@example.com,(99450) 301-1688
CUST01216,Murad,9/13/2016,LN001216,credit,11/24/2017,15104.64,AZN,CLOSED,user1216@example.com,(99450) 847-0644
CUST01217,Murad,4/7/2015,LN001217,credit,5/10/2017,12611.49,,Active,user1217@example.com,(99450) 954-9231
CUST01218,,3/1/2018,LN001218,,10/27/2018,11630,,CLOSED,user1218@example.com,(99450) 327-5206
CUST01219,Ali,10/6/2015,LN001219,Credit Line,5/16/2015,13238.29,USD,active,user1219@example.com,(99450) 913-2840
CUST01220,Murad,10/18/2015,LN001220,Credit Line,2/6/2019,14202.05,EUR,,user1220@example.com,(99450) 306-5851
CUST01221,Ali,3/20/2016,LN001221,,12/10/2022,13794.79,,Closed,user1221@example.com,(99450) 488-9798
CUST01222,Murad,9/15/2021,LN001222,Loan,8/22/2020,9254.85,,Active,user1222@example.com,(99450) 616-0961
CUST01223,,11/9/2019,LN001223,,11/19/2018,9863.89,,active,user1223@example.com,(99450) 582-0351
CUST01224,Ali,8/17/2017,LN001224,LOAN,11/20/2017,10921.61,AZN,active,user1224@example.com,(99450) 153-2609
CUST01225,Leyla,10/18/2015,LN001225,Loan,12/15/2021,8271.4,AZN,active,user1225@example.com,(99450) 378-1312
CUST01226,,7/17/2022,LN001226,Credit Line,1/1/2021,9348.03,USD,active,user1226@example.com,(99450) 374-0972
CUST01227,Aynur,4/15/2021,LN001227,Loan,8/14/2021,10549.97,AZN,Active,user1227@example.com,(99450) 785-8812
CUST01228,Aynur,,LN001228,,3/8/2017,9409.06,USD,active,user1228@example.com,(99450) 128-7540
CUST01229,,5/11/2020,LN001229,Credit Line,7/3/2016,8458.39,AZN,Closed,user1229@example.com,(99450) 152-5499
CUST01230,,11/18/2022,LN001230,credit,4/25/2022,9759.4,,Active,user1230@example.com,(99450) 783-4059
CUST01231,Leyla,1/11/2016,LN001231,Loan,4/13/2020,14951.83,,CLOSED,user1231@example.com,(99450) 580-9200
CUST01232,Ali,7/10/2020,LN001232,,9/16/2021,15216.99,,,user1232@example.com,(99450) 632-3003
CUST01233,,3/4/2021,LN001233,LOAN,1/6/2015,8036.23,USD,active,user1233@example.com,(99450) 220-2468
CUST01234,Aynur,8/14/2019,LN001234,,8/4/2018,6376.57,,CLOSED,,(99450) 808-8967
CUST01235,,1/23/2020,LN001235,credit,6/1/2015,10417.93,,Closed,,(99450) 556-1216
CUST01236,Ali,8/19/2020,LN001236,Credit Line,7/10/2016,7172.52,AZN,Closed,user1236@example.com,(99450) 111-7617
CUST01237,Leyla,9/6/2015,LN001237,,8/13/2015,8040.18,USD,Closed,user1237@example.com,(99450) 119-0234
CUST01238,,1/1/2021,LN001238,LOAN,11/11/2020,11606.27,,Closed,user1238@example.com,(99450) 395-1786
CUST01239,Aynur,2/24/2015,LN001239,credit,10/24/2021,9035.99,AZN,active,user1239@example.com,(99450) 211-7404
CUST01240,Ali,10/11/2016,LN001240,credit,2/17/2017,14102.92,,Active,user1240@example.com,(99450) 255-5144
CUST01241,Murad,10/8/2020,LN001241,credit,10/15/2017,8687.73,USD,active,user1241@example.com,(99450) 155-4606
CUST01242,Leyla,11/5/2018,LN001242,LOAN,10/9/2020,11334.84,USD,Closed,user1242@example.com,(99450) 811-2091
CUST01243,,2/22/2016,LN001243,Loan,6/2/2017,15189.47,USD,active,user1243@example.com,(99450) 858-3186
CUST01244,,9/13/2016,LN001244,Loan,6/18/2017,9024.04,,active,user1244@example.com,(99450) 615-8551
CUST01245,,7/11/2022,LN001245,credit,4/15/2018,6730.96,AZN,,user1245@example.com,
CUST01246,,12/15/2018,LN001246,Credit Line,5/6/2017,7767.36,USD,active,user1246@example.com,(99450) 513-0203
CUST01247,Murad,6/18/2017,LN001247,Credit Line,8/25/2016,14680.8,EUR,CLOSED,user1247@example.com,
CUST01248,Aynur,6/21/2020,LN001248,Credit Line,7/12/2018,8484.83,EUR,Active,user1248@example.com,(99450) 842-2347
CUST01249,,1/10/2019,LN001249,credit,11/9/2016,7200.53,AZN,,user1249@example.com,(99450) 355-9131
CUST01250,Aynur,7/3/2016,LN001250,,11/22/2019,12555.88,USD,Closed,,(99450) 259-7622
CUST01251,,3/3/2018,LN001251,,5/21/2022,7119.22,USD,Closed,user1251@example.com,(99450) 534-0393
CUST01252,Leyla,4/12/2015,LN001252,Credit Line,10/13/2020,10662.3,,CLOSED,user1252@example.com,(99450) 639-9789
CUST01253,,10/23/2022,LN001253,LOAN,7/16/2020,6780.77,USD,Active,user1253@example.com,(99450) 223-5056
CUST01254,Murad,10/20/2019,LN001254,LOAN,1/9/2016,9513.67,USD,active,user1254@example.com,(99450) 263-9345
CUST01255,Aynur,7/14/2019,LN001255,Loan,4/26/2017,13433.97,USD,Active,user1255@example.com,(99450) 852-0391
CUST01256,Murad,5/4/2022,LN001256,Loan,12/9/2020,8887.32,AZN,,user1256@example.com,(99450) 662-8528
CUST01257,Ali,10/26/2015,LN001257,Credit Line,3/2/2019,6854.26,USD,Active,user1257@example.com,(99450) 670-7837
CUST01258,,1/21/2015,LN001258,Loan,9/10/2021,10250.03,USD,Closed,user1258@example.com,(99450) 146-5396
CUST01259,Leyla,3/13/2020,LN001259,,5/27/2015,11747.21,,CLOSED,user1259@example.com,(99450) 405-3977
CUST01260,,9/22/2020,LN001260,,2/19/2018,9897.32,EUR,active,user1260@example.com,(99450) 956-3310
CUST01261,,1/12/2021,LN001261,,12/11/2015,,AZN,CLOSED,user1261@example.com,(99450) 538-4614
CUST01262,Ali,9/22/2017,LN001262,Credit Line,11/7/2017,15318.75,EUR,active,user1262@example.com,(99450) 879-3483
CUST01263,Murad,5/23/2021,LN001263,credit,6/20/2022,9635.76,EUR,,user1263@example.com,(99450) 340-3224
CUST01264,Aynur,4/15/2020,LN001264,credit,8/10/2016,7485.67,EUR,,user1264@example.com,(99450) 891-8150
CUST01265,Leyla,1/23/2019,LN001265,LOAN,9/9/2018,11849.31,EUR,Active,user1265@example.com,(99450) 772-4137
CUST01266,Leyla,,LN001266,,6/8/2015,4550.55,EUR,CLOSED,user1266@example.com,(99450) 393-5976
CUST01267,Murad,12/18/2020,LN001267,credit,12/10/2022,8905.7,EUR,CLOSED,user1267@example.com,(99450) 230-5400
CUST01268,Ali,1/17/2020,LN001268,Credit Line,4/6/2018,8205.2,EUR,,user1268@example.com,(99450) 564-7700
CUST01269,Ali,10/19/2022,LN001269,Credit Line,5/21/2021,8959.61,EUR,Active,user1269@example.com,(99450) 781-3554
CUST01270,,12/19/2016,LN001270,,1/25/2015,4975.18,,CLOSED,user1270@example.com,(99450) 521-9185
CUST01271,Murad,10/11/2015,LN001271,Loan,1/14/2020,11788.7,USD,active,user1271@example.com,(99450) 349-6642
CUST01272,Aynur,6/19/2021,LN001272,,10/3/2017,9692.78,AZN,,user1272@example.com,(99450) 342-5817
CUST01273,Murad,12/24/2020,LN001273,Credit Line,6/7/2016,10035.2,EUR,CLOSED,user1273@example.com,(99450) 757-4634
CUST01274,Aynur,9/15/2019,LN001274,,7/20/2020,11633.59,AZN,Active,user1274@example.com,(99450) 921-0922
CUST01275,,3/3/2015,LN001275,Credit Line,12/26/2018,11438.79,,,user1275@example.com,(99450) 979-9559
CUST01276,Murad,10/1/2021,LN001276,Credit Line,5/19/2018,11246.42,EUR,Active,user1276@example.com,
CUST01277,,3/13/2016,LN001277,,9/1/2021,10075.95,AZN,CLOSED,user1277@example.com,(99450) 961-4437
CUST01278,Ali,1/21/2016,LN001278,Credit Line,6/22/2022,12778.44,EUR,Active,,(99450) 260-7589
CUST01279,Leyla,7/24/2019,LN001279,,1/19/2021,8130.17,AZN,Active,user1279@example.com,(99450) 833-8256
CUST01280,Ali,5/26/2021,LN001280,credit,10/27/2021,9673.04,EUR,CLOSED,user1280@example.com,(99450) 190-8623
CUST01281,Aynur,10/17/2021,LN001281,Loan,1/5/2016,9020.12,AZN,active,user1281@example.com,(99450) 303-2492
CUST01282,,1/17/2015,LN001282,LOAN,6/7/2018,9142.59,AZN,,user1282@example.com,(99450) 182-1713
CUST01283,Aynur,3/15/2017,LN001283,Loan,8/11/2022,7836.97,USD,active,user1283@example.com,(99450) 976-3454
CUST01284,Aynur,10/16/2017,LN001284,Loan,9/23/2017,12182.2,AZN,Closed,user1284@example.com,(99450) 993-1502
CUST01285,,,LN001285,,1/16/2018,11513.78,USD,CLOSED,user1285@example.com,(99450) 573-2621
CUST01286,Ali,8/1/2022,LN001286,Loan,3/21/2020,9603.96,USD,Closed,user1286@example.com,(99450) 236-0703
CUST01287,,9/19/2020,LN001287,,10/26/2019,11090.13,USD,Closed,user1287@example.com,(99450) 172-1807
CUST01288,Aynur,9/7/2020,LN001288,Credit Line,9/19/2022,12347.52,EUR,CLOSED,user1288@example.com,(99450) 881-3974
CUST01289,,3/2/2017,LN001289,LOAN,6/2/2020,13954.39,USD,,user1289@example.com,(99450) 582-7976
CUST01290,Aynur,3/11/2021,LN001290,Loan,11/11/2019,6852.82,USD,Active,user1290@example.com,(99450) 147-1842
CUST01291,Aynur,,LN001291,Credit Line,8/15/2019,9762.13,,Active,user1291@example.com,(99450) 771-3311
CUST01292,Aynur,2/19/2022,LN001292,,7/5/2019,13095.71,EUR,active,user1292@example.com,(99450) 847-9382
CUST01293,Aynur,8/22/2016,LN001293,Loan,5/22/2022,15497.09,EUR,CLOSED,user1293@example.com,(99450) 854-1749
CUST01294,Murad,9/8/2021,LN001294,LOAN,11/4/2016,10858.39,EUR,active,user1294@example.com,(99450) 992-3917
CUST01295,Leyla,4/25/2018,LN001295,Loan,8/2/2020,12105.17,EUR,CLOSED,user1295@example.com,(99450) 442-8653
CUST01296,Ali,2/13/2016,LN001296,Loan,12/12/2019,,USD,,user1296@example.com,(99450) 899-8115
CUST01297,Murad,4/27/2021,LN001297,Credit Line,4/10/2015,3702.92,EUR,active,user1297@example.com,(99450) 915-8596
CUST01298,Leyla,,LN001298,Credit Line,11/9/2022,11627.97,,CLOSED,user1298@example.com,(99450) 130-0033
CUST01299,,6/14/2017,LN001299,,2/20/2017,9852,,,user1299@example.com,(99450) 768-2889
CUST01300,Aynur,7/4/2017,LN001300,,invalid_date,5996.83,EUR,Closed,user1300@example.com,(99450) 487-7288
CUST01301,Leyla,11/26/2018,LN001301,,3/23/2019,11631.45,,Closed,user1301@example.com,(99450) 611-7672
